Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Normalized Avoidance cost,Normalized Avoided CO2
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,239307.2906,160.3465648,82.50365816
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,MEDIUM,HEAVY,SOUR,825896.7423,130.6029144,222.3268876
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,825896.7423,111.0159579,230.0300064
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,825896.7423,138.5968977,270.6685049
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,MEDIUM,HEAVY,SOUR,253080.1119,117.0184514,292.1573071
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,253080.1119,100.5674907,295.7908662
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,253080.1119,128.3151343,351.6371515
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,MEDIUM,HEAVY,SOUR,788583.7935,119.3937045,400.8849974
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,788583.7935,101.376715,414.6730482
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,788583.7935,127.3929728,487.1654329
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,MEDIUM,HEAVY,SOUR,1790094.858,106.0726413,1032.086588
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,1790094.858,88.28318625,1067.411167
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,1790094.858,117.1165206,1253.764136
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,MEDIUM,HEAVY,SOUR,70157.32386,134.2999114,116.6398399
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,70157.32386,118.2246627,118.092003
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,70157.32386,142.2973634,139.8205607
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,MEDIUM,HEAVY,SOUR,3502770.978,94.76274525,3122.309441
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,3502770.978,77.63246811,3228.617462
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,3502770.978,107.4683996,3787.493602
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,239307.2888,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,239307.2888,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,239307.2888,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,825896.7364,121.2877896,370.6874992
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,825896.7364,102.9018883,383.5799025
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,825896.7364,129.2474079,451.3162771
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,253080.1101,113.5159505,364.9496988
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,253080.1101,96.91459765,369.3350272
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,253080.1101,126.1084735,442.0444861
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,788583.7878,112.7147965,615.9530865
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,788583.7878,95.08517867,637.0805868
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,788583.7878,121.8692341,747.2374894
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,1790094.845,113.2007959,636.3597545
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,1790094.845,93.5535352,658.1601262
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,1790094.845,126.1756158,772.686472
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,70157.32336,140.1905722,91.7305527
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,70157.32336,123.0666342,92.72288507
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,70157.32336,149.2180022,110.1368844
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,MEDIUM,LIGHT,SWEET,3502770.953,96.55167711,2539.356367
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,3502770.953,78.8484317,2625.905097
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,MEDIUM,LIGHT,SWEET,3502770.953,110.0396658,3075.456081
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,235444.5732,159.9580029,59.38803955
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,235444.5732,138.7768423,61.4144294
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,235444.5732,166.4488424,70.93838471
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,683338.8216,142.5577741,127.486565
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,683338.8216,121.1101626,131.8658878
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,683338.8216,151.6077163,154.7298516
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,242285.6659,114.7207266,343.4257373
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,242285.6659,98.41287841,347.9424057
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,242285.6659,126.1893475,411.5506728
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,789108.8485,121.1990884,327.7172914
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,789108.8485,102.3289044,338.9272048
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,789108.8485,130.6967593,397.4680872
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,1703367.393,110.9313978,695.5760765
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,1703367.393,92.17309963,719.4330997
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,1703367.393,122.6072758,845.2623349
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,50132.94392,154.4918774,54.7635036
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,50132.94392,136.7355096,55.48122264
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,50132.94392,162.2024925,65.53458216
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,HIGH,HEAVY,SOUR,3840065.915,95.56478485,2828.319289
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,HIGH,HEAVY,SOUR,3840065.915,78.14306312,2924.748425
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,HIGH,HEAVY,SOUR,3840065.915,108.655601,3431.795586
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,235444.5759,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,235444.5759,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,235444.5759,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,683338.8295,140.9415255,144.4781824
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,683338.8295,119.1019348,149.4441617
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,683338.8295,151.1922546,175.3205756
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,242285.6687,118.9699447,253.0337695
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,242285.6687,102.0724156,256.3980371
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,242285.6687,130.910812,307.1108762
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,789108.8577,129.5021284,201.2737298
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,789108.8577,108.7608523,206.1731338
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,789108.8577,142.4124959,245.0480399
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,1703367.413,108.618496,821.1492805
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,1703367.413,89.72564763,849.2090937
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,1703367.413,121.426214,995.6546046
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,50132.94451,159.622269,49.82709886
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,50132.94451,140.2039858,50.85484938
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,50132.94451,165.9836298,59.47923083
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,HIGH,LIGHT,SWEET,3840065.96,93.83291179,3617.948117
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,HIGH,LIGHT,SWEET,3840065.96,76.65014153,3715.927853
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,HIGH,LIGHT,SWEET,3840065.96,107.1005175,4433.505064
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,174523.462,301.0767326,9.483859179
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,174523.462,261.2548104,9.808393872
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,174523.462,311.163492,11.33369461
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,602314.9499,125.2324582,272.7868063
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,602314.9499,107.4270239,282.2163859
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,602314.9499,131.1698466,332.0449863
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,184567.7881,121.4579874,206.8042576
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,184567.7881,104.9609595,209.4836525
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,184567.7881,133.0714251,247.8656811
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,575103.1379,150.3760704,93.93397702
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,575103.1379,127.9695232,96.41913816
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,575103.1379,160.3939684,114.9384061
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,1305491.159,108.445195,778.8360432
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,1305491.159,90.63162584,805.4070451
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,1305491.159,119.0972933,945.7225331
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,51164.75565,149.8254208,69.18404712
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,51164.75565,133.0114858,70.08354913
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,51164.75565,156.4297078,83.23831707
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,HIGH,HEAVY,SOUR,2554521.914,95.09882809,2833.142632
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,HIGH,HEAVY,SOUR,2554521.914,78.21915324,2929.392403
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,HIGH,HEAVY,SOUR,2554521.914,107.3520748,3433.599819
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,174523.4615,229.109706,18.43279871
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,174523.4615,199.8246094,19.07065037
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,174523.4615,235.0188427,22.06852894
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,602314.9481,128.2057974,211.968147
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,602314.9481,108.9126943,217.5918547
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,602314.9481,137.4837842,259.2965906
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,184567.7875,121.5543691,214.0237788
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,184567.7875,104.9700512,217.0387389
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,184567.7875,132.8425921,257.525799
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,575103.1362,203.798967,36.40307367
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,575103.1362,172.5152529,37.32807298
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,575103.1362,218.9388254,44.43919945
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,1305491.155,112.5896103,612.8507507
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,1305491.155,93.77045771,633.8267867
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,1305491.155,124.1736449,743.3649178
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,51164.75549,140.4837906,84.78053581
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,51164.75549,123.9337591,85.76866493
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,51164.75549,150.9176974,101.9020884
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,HIGH,LIGHT,SWEET,2554521.906,98.95558064,1924.465414
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,HIGH,LIGHT,SWEET,2554521.906,81.27867814,1990.154432
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,HIGH,LIGHT,SWEET,2554521.906,111.7992049,2331.508423
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,638.7178119,2.921858147
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,557.3647413,3.022820159
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,651.1071848,3.497337781
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,138.7143013,134.7145126
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,118.7057875,138.3376798
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,144.3121836,164.9758364
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,147911,125.6059553,202.9829539
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,147911,107.4134466,208.0952532
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,147911,133.6565675,242.5347922
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,128.0572482,220.2949472
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,109.3433255,227.8629882
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,135.4611307,267.1384767
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,1032805,117.4085682,419.7690899
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,1032805,98.34116663,434.1263459
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,1032805,128.4673633,508.7059852
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,19000,192.214988,25.4236674
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,19000,174.0158597,25.76284958
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,19000,194.5500883,30.69748715
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,2675915,96.27657326,2543.711019
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,2675915,79.0562292,2630.495699
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,POTENTIAL,HEAVY,SOUR,2675915,108.8951417,3082.268763
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,289.0951286,11.06542498
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,252.5621,11.44913674
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,295.1575309,13.25256743
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,127.183249,240.0236045
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,109.3622771,248.3086239
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,132.9615995,291.346389
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,147911,119.5774435,258.9824159
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,147911,103.5173238,262.1728392
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,147911,129.7632466,309.3404668
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,123.8444724,278.2796775
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,105.5792732,285.7082067
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,132.06779,340.745577
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,1032805,108.6055494,775.4100891
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,1032805,90.82673795,801.9452935
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,1032805,119.2472627,940.414443
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,19000,182.6263961,32.08792123
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,19000,166.2537826,32.60658934
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,19000,182.5905493,38.69393833
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,2675915,95.83950421,2682.635871
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,2675915,78.61360726,2774.192361
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,POTENTIAL,LIGHT,SWEET,2675915,108.5773615,3251.233611
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,148057.5,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,144.3108394,114.4471525
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,124.4336411,118.3943145
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,344032.5,149.8124723,139.0524531
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,147911,119.8900194,258.0398962
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,147911,104.0163413,261.0195815
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,147911,129.7801313,309.3385873
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,127.145159,240.3979979
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,108.7861811,248.6674559
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,505012.5,133.9670386,291.8520775
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,1032805,112.8942656,577.2901522
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,1032805,94.74773635,597.0529538
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,1032805,123.1442921,700.2302241
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,19000,175.5024881,35.61385619
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,19000,158.9236899,36.13327672
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,19000,177.659778,42.81845154
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,2675915,98.86927879,1889.243343
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,2675915,81.2974884,1953.605378
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,POTENTIAL,HEAVY,SOUR,2675915,111.5251461,2288.931147
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,202.0554317,26.09155642
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,176.9903031,26.99451712
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,148057.5,206.2272529,31.23839809
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,127.0856162,242.2427547
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,109.5060618,250.6177974
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,132.429221,294.0143347
