Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Avoidance Cost,"Avoided CO2, kt/y",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,227949.2718,216.2592339,120.7467667,237.6671928,120.2785771
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,180974.8298,179.6418068,202.0227607,184.3480989,363.4472161
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,180974.8298,155.1834154,205.0312545,160.7030331,368.8596196
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,180974.8298,192.1431397,239.2389152,196.4337195,430.4006015
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,239733.2688,199.0431691,148.5331399,231.4385069,112.137999
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,239733.2688,172.8906971,153.6047984,202.4328359,115.9669468
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,239733.2688,200.6326578,180.082342,233.2014066,135.9566862
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,221215.7196,212.518015,115.3823475,225.6975006,137.9819192
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,221215.7196,185.6393563,119.3525731,198.5027142,142.7297802
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,221215.7196,211.7176718,140.3320666,224.8877443,167.81846
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,337201.6085,159.0521235,395.9081641,176.0327945,517.540901
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,337201.6085,135.1114077,401.1676734,151.1436941,524.416261
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,337201.6085,174.3498373,473.6444885,191.93651,619.1597384
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,LOW,HEAVY,SOUR,1332173.07,143.5774072,1084.482615,165.943729,1088.817571
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,LOW,HEAVY,SOUR,1332173.07,119.1150167,1121.372639,139.4902497,1125.855054
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,LOW,HEAVY,SOUR,1332173.07,155.6228119,1313.717541,178.9695559,1318.968808
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,387341.0355,200.6736977,144.0136039,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,387341.0355,174.1144094,148.9949366,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,387341.0355,204.4620842,172.4070113,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,227949.2737,223.6637715,90.54638766,526.2356384,11.09687719
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,227949.2737,196.1095023,93.68249804,462.7217364,11.48122198
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,227949.2737,221.3549093,110.2173511,520.9136011,13.50764444
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,180974.8317,181.0972704,193.2144047,194.2046081,241.9947686
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,180974.8317,156.6226941,195.7948871,169.4019867,245.226739
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,180974.8317,192.7515183,232.7293737,206.0150637,291.4859843
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,239733.2709,199.7277781,146.6881662,266.142695,64.45458937
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,239733.2709,173.5055045,151.7043737,232.6029803,66.65870442
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,239733.2709,201.3827752,177.713008,268.2595263,78.08686449
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,221215.7215,203.202851,137.0496648,232.8183462,116.6901014
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,221215.7215,176.8501205,141.7380201,204.0099317,120.6819729
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,221215.7215,203.8383723,166.5103822,233.5130887,141.7742496
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,337201.6114,154.5060909,469.0962092,171.2785593,586.5951675
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,337201.6114,130.6564223,475.2734314,146.488453,594.3196569
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,337201.6114,170.9811709,558.2781073,188.403283,698.115298
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,LOW,LIGHT,SWEET,1332173.081,143.9316917,1105.873587,164.6969653,1178.135726
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,LOW,LIGHT,SWEET,1332173.081,119.3759913,1143.63887,138.4206504,1218.368742
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,LOW,LIGHT,SWEET,1332173.081,155.7546702,1342.585551,177.3483783,1430.315383
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,585174.8575,180.0935248,251.0434067,230.3461338,115.8339553
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,585174.8575,154.4331482,259.6813437,199.0473088,119.8195863
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,585174.8575,186.9745117,300.2793197,238.7391051,138.5519012
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,231574.2609,206.1175505,129.073076,290.7254698,45.51002018
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,231574.2609,179.620212,133.4925721,254.7243647,47.06829525
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,231574.2609,206.4116907,156.7521576,291.1251089,55.26941851
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,115715.3485,200.8325075,112.4216085,210.0942288,148.5058798
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,115715.3485,175.6916886,114.0900814,185.1309543,150.7098871
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,115715.3485,210.9348714,133.1653029,220.1252498,175.9077346
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,221401.1969,197.8408505,151.8548498,216.3027417,162.8209825
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,221401.1969,171.7598933,157.0341332,189.1959136,168.3742856
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,221401.1969,199.6928769,183.9938478,218.2276159,197.2808844
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,217686.2317,196.825011,156.9872112,253.5493693,75.09638056
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,217686.2317,170.7674269,162.3470275,221.3959911,77.66030154
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,217686.2317,198.6400203,190.4556915,255.7889737,91.10635815
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,314557.4826,151.8884449,525.5656817,165.9644233,697.8792178
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,314557.4826,128.0719831,532.7047168,141.6154642,707.3588783
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,314557.4826,169.4025017,619.7580739,183.8700659,822.9538094
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,1287019.834,146.3871341,967.7490233,162.357939,1319.963944
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,1287019.834,121.75353,1000.748987,136.8340135,1364.974335
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,1287019.834,157.9124186,1174.105879,174.2997767,1601.424945
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,585174.8588,179.0583548,257.6284222,2074.432118,2.171634837
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,585174.8588,153.4457387,266.4879732,1779.231759,2.246314911
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,585174.8588,186.1075905,308.1275262,2155.678677,2.59730842
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,231574.2614,202.1034438,140.0394343,237.7601325,101.6267787
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,231574.2614,175.7805284,144.831325,208.1841341,105.1042593
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,231574.2614,203.1303976,169.9334061,238.914001,123.3208684
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,115715.3487,196.4167523,130.0758941,200.5762722,200.9289254
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,115715.3487,171.4309539,132.023773,176.4199316,203.9378243
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,115715.3487,206.9553197,154.0484303,210.764989,237.9594296
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,221401.1973,194.3930734,163.9705911,231.0910342,111.242076
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,221401.1973,168.4677727,169.556837,201.695839,115.031936
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,221401.1973,196.9501542,198.433359,233.9903598,134.6225482
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,217686.2322,196.3555875,158.5621544,238.443653,97.88109943
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,217686.2322,170.2967013,163.9786035,208.2165166,101.2246967
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,217686.2322,198.4269991,192.1764442,240.8463973,118.631345
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,314557.4833,160.4323488,376.0277868,180.7521645,385.1438013
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,314557.4833,135.772392,380.8874459,154.6104776,390.1212728
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,314557.4833,175.5091031,450.2741399,196.734828,461.1901034
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,1287019.836,141.8604707,1180.172415,177.2085944,634.3690674
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,1287019.836,117.4753824,1220.274089,148.583182,655.924614
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,1287019.836,154.2517988,1428.795229,191.7546511,768.0093903
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,331587.8931,210.0778265,118.7018617,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,331587.8931,183.0989854,122.8129962,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,331587.8931,212.5572345,142.1351722,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,195138.4875,222.356775,90.35574571,274.1237411,53.01140269
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,195138.4875,195.0460846,93.46051112,241.7665959,54.83295779
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,195138.4875,220.4519904,109.7513097,271.8669914,64.39071283
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,154925.8489,183.7983836,172.8231886,194.1639242,242.4720329
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,154925.8489,159.2632449,175.1877281,169.6707625,245.7894969
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,154925.8489,195.6657415,206.2912933,206.0109783,289.4279967
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,205226.5133,203.2201609,135.4403616,209.4216095,204.0901726
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,205226.5133,176.9023186,140.0642943,183.6837579,211.0578092
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,205226.5133,204.2105843,164.1719482,210.390206,247.3847592
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,189374.3453,215.6243863,103.2158319,256.0366196,73.91917219
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,189374.3453,188.5840102,106.767477,225.2676728,76.46272254
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,189374.3453,214.5265459,125.4854939,254.7873991,89.86783965
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,288665.4437,169.4621729,270.5340566,195.3262674,222.154927
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,288665.4437,145.3526538,273.9417996,169.056495,224.9532693
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,288665.4437,182.7712052,326.1057018,209.8278113,267.7887926
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,1140422.586,147.2933285,912.9524419,169.7210324,860.4989214
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,1140422.586,122.6227365,944.0363262,143.082783,889.7968866
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,1140422.586,158.8719372,1113.048969,182.2231185,1049.098938
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,331587.8938,203.0436205,135.247499,1385.399819,2.664404538
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,331587.8938,176.4690222,139.9100439,1205.474802,2.756257666
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,331587.8938,206.5046753,161.8238281,1408.833112,3.187963882
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,195138.4879,229.4968026,81.43375708,275.3187671,53.70296673
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,195138.4879,201.6919022,84.25221932,243.256209,55.56165272
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,195138.4879,226.4276546,99.09278262,271.7796522,65.34853111
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,154925.8493,180.7861406,184.1322158,201.2736755,181.5251663
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,154925.8493,156.3843003,186.3176091,175.5480507,183.6796175
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,154925.8493,193.8311517,223.1757936,215.0263703,220.0159427
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,205226.5138,209.5427474,120.7732625,226.8422672,132.1615817
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,205226.5138,182.8512291,124.9163615,199.3075556,136.6953543
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,205226.5138,209.5082786,146.5651804,226.8067095,160.3855494
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,189374.3457,205.5494549,130.0404844,259.7647915,67.83564926
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,189374.3457,179.0775879,134.491161,227.686188,70.15734576
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,189374.3457,206.1582277,157.7144751,260.5025023,82.27179302
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,288665.4443,163.2897514,337.1474136,177.98323,456.9960866
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,288665.4443,139.1988836,341.6114777,153.3002357,463.0470297
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,288665.4443,177.793418,404.0340399,192.8433804,547.6594737
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,1140422.588,149.0259537,857.0743058,164.7445927,1148.613792
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,1140422.588,124.2130267,886.3144977,139.0927288,1187.800228
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,1140422.588,160.5944429,1039.113616,176.7042181,1392.574976
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,448782.8901,183.3747303,218.4002215,324.1541791,32.46624821
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,448782.8901,157.7384394,225.8735843,280.329628,33.5771997
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,448782.8901,189.701725,260.9981055,334.9700067,38.79862949
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,177599.165,234.9577246,74.28407968,299.9637553,39.24203247
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,177599.165,206.8989474,76.85509439,265.4173344,40.60022178
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,177599.165,231.1345789,90.39923875,295.2566364,47.75518358
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,88743.44261,204.7822891,102.3288086,205.8772216,166.6682901
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,88743.44261,179.5465595,103.7066194,181.8226789,168.9124028
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,88743.44261,214.3137075,122.5082068,214.9625111,199.5355329
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,169797.2285,210.8218307,111.6162514,216.9724315,163.6875005
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,169797.2285,184.0971378,115.4387465,190.821905,169.2932672
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,169797.2285,210.6105733,135.4666464,216.7657129,198.6645893
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,166948.1437,217.0796884,98.54917848,263.3040664,63.76341382
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,166948.1437,190.0688555,101.9252205,231.8705108,65.94778479
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,166948.1437,216.1464176,119.5079539,262.2179829,77.32418714
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,241240.7408,158.8499398,391.7673921,171.7988932,580.4432796
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,241240.7408,134.9885366,396.8156946,147.5966626,587.9228537
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,241240.7408,174.646375,465.8829592,187.8209588,690.2530384
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,987043.6337,153.7396947,707.2573707,171.0384018,822.6794361
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,987043.6337,128.9572515,726.5014624,145.1890401,845.0641
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,987043.6337,164.4958094,866.937287,182.2575822,1008.418587
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,448782.8926,192.5318148,178.9539251,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,448782.8926,166.3795652,185.1236733,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,448782.8926,197.4739947,214.1212553,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,177599.166,220.3726422,94.92782697,280.0156763,54.45279463
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,177599.166,193.0756973,98.20090009,246.6538168,56.33030499
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,177599.166,218.5311334,115.4820407,277.7650157,66.24316648
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,88743.4431,205.1807671,101.8344769,208.1757767,156.2421597
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,88743.4431,179.9156038,103.2274887,183.8569133,158.3794238
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,88743.4431,214.6083367,121.8674707,217.2502392,186.9782946
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,169797.2294,218.9148912,94.42202129,287.7381927,43.94962684
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,169797.2294,192.295799,96.97120659,254.0491296,45.13616935
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,169797.2294,217.6421801,115.8011323,286.1274524,53.90073716
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,166948.1446,205.5115451,128.3135851,267.2355214,60.53580992
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,166948.1446,179.1445285,132.6862395,234.3195911,62.59874172
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,166948.1446,206.1435645,155.5055125,268.0245188,73.36442309
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,241240.7422,168.5334278,283.9292162,177.6376048,485.7871049
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,241240.7422,144.3371535,288.124542,153.6675708,492.9650742
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,241240.7422,182.4605279,337.0715037,191.4344836,576.7106046
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,987043.6391,148.0713426,894.9022242,173.5163991,725.1432362
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,987043.6391,123.3485253,925.401558,146.3283256,749.8569815
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,987043.6391,159.5989316,1084.146726,186.1934712,878.4888943
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,309059.1215,200.3479988,141.0744977,600.2053641,8.437494525
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,309059.1215,173.9988416,145.9145608,522.6727879,8.726972826
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,309059.1215,204.194188,168.6626736,611.5228023,10.08750985
