Refinery configuration,Config,Capture Scenario,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd","Total Avoided CO2_Avg,kt/y","Avoidance Cost Ref, $/t","Avoidance Cost 0.5Ref, $/t","Avoidance Cost 1.5Ref, $/t"
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,PADD1,LOW,HEAVY,SOUR,115644.1412,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,Others,2050,PADD1,LOW,HEAVY,SOUR,115644.1412,67.91382535,347.2299773,344.4299411,354.135522
Hydroskimming Configuration (0),0,No Carbon Capture,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,15.86253305,477.2592724,474.3297999,484.4840374
Hydroskimming Configuration (0),0,CNR,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,0,0,0,0
Hydroskimming Configuration (0),0,FCC/RFCC,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,9.882159722,560.7754541,552.5549521,581.0491362
Hydroskimming Configuration (0),0,Steam Boiler,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,1.246974191,1650.092405,1628.090635,1704.353919
Hydroskimming Configuration (0),0,SMR,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,6.757767849,650.0169773,650.0169773,650.0169773
Hydroskimming Configuration (0),0,Others,2050,PADD1,LOW,LIGHT,SWEET,14927.56494,36.7666687,388.4461671,385.3864416,395.9921664
Medium Conversion:  FCC (1),1,No Carbon Capture,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,484.1231123,274.0129623,273.2228141,275.9616528
Medium Conversion:  FCC (1),1,CNR,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,863.2036184,256.8860143,256.2505309,258.4532654
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,381.6687062,189.2822326,187.9994941,192.4457658
Medium Conversion:  FCC (1),1,Coker,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,200.1751914,312.5434401,311.7263329,314.5586176
Medium Conversion:  FCC (1),1,Hydrotreater,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,334.0776321,287.1677769,286.3845927,289.0992926
Medium Conversion:  FCC (1),1,Steam Boiler,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,143.9024165,333.9488416,333.0576782,336.1466593
Medium Conversion:  FCC (1),1,SMR,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,0,0,0,0
Medium Conversion:  FCC (1),1,Others,2050,PADD1,LOW,LIGHT,SWEET,353683.2864,27.98442916,573.2089899,571.3738562,577.7348591
Medium Conversion: GO-HC (2),2,No Carbon Capture,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,122.7258268,316.5312331,315.4506845,319.1961188
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,77.26787967,343.037978,342.2313207,345.0273838
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,87.9166354,240.0625354,236.1001779,249.8346363
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,39.18559683,392.7205316,391.0906359,396.7402361
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,74.02504171,347.88712,346.2671234,351.8824107
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,21.49394319,461.5293792,459.2561254,467.1357551
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,2.769392202,1386.842602,1386.842602,1386.842602
Medium Conversion: FCC & GO-HC (3),3,Others,2050,PADD1,LOW,LIGHT,SWEET,89115.14903,48.14310533,376.1063495,373.3121925,382.9973945
Deep Conversion: FCC (4),4,No Carbon Capture,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,119.0537785,313.3370088,312.2403783,316.0415565
Deep Conversion: FCC (4),4,CNR,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,106.3652472,318.9401009,318.1784559,320.8184956
Deep Conversion: FCC (4),4,FCC/RFCC,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,100.2944149,234.654073,232.8157839,239.1877242
Deep Conversion: FCC (4),4,Coker,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,42.94502844,380.2390957,378.6121158,384.2516089
Deep Conversion: FCC (4),4,Hydrotreater,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,82.5855843,335.3304958,333.7518739,339.2237471
Deep Conversion: FCC (4),4,Steam Boiler,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,24.177772,448.7197305,446.4909838,454.2163416
Deep Conversion: FCC (4),4,SMR,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,1.953493982,1879.848011,1677.630016,2378.564923
Deep Conversion: FCC (4),4,Others,2050,PADD1,LOW,LIGHT,SWEET,84221.75049,104.7511716,320.4843343,318.5442016,325.2691558
Deep Conversion: GO-HC (5),5,No Carbon Capture,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2050,PADD1,LOW,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,194.2819654,244.1289843,243.3806733,245.9744945
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,37.01937207,320.4705626,318.2852106,325.8601522
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,94.49696969,274.6414608,273.6460617,277.0963481
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,135.8061536,257.5368041,256.5234113,260.0360679
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,13.70648019,520.8082915,518.6247613,526.1933882
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,116.6468463,259.6489905,246.2823257,292.6143147
Deep Conversion: FCC & GO-HC (6),6,Others,2050,PADD1,LOW,LIGHT,SWEET,115644.1412,345.1966894,226.3315755,224.9269529,229.7957035
Hydroskimming Configuration (0),0,No Carbon Capture,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,13.82955348,496.3077766,493.0080883,504.4455802
Hydroskimming Configuration (0),0,CNR,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,0,0,0,0
Hydroskimming Configuration (0),0,FCC/RFCC,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,5.283680452,722.9651142,709.7250031,755.6183273
Hydroskimming Configuration (0),0,Steam Boiler,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,0.931462598,2019.84514,1989.667194,2094.271019
Hydroskimming Configuration (0),0,SMR,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,4.301177141,837.1017821,837.1017821,837.1017821
Hydroskimming Configuration (0),0,Others,2035,PADD1,MEDIUM,HEAVY,SOUR,12968.98839,27.31148783,414.4850787,407.7553036,431.0822793
Medium Conversion:  FCC (1),1,No Carbon Capture,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,428.292848,270.3894742,269.6167975,272.2950756
Medium Conversion:  FCC (1),1,CNR,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,128.2364199,316.5834785,315.8384936,318.4207855
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,354.4046129,187.0761475,185.766831,190.3052287
Medium Conversion:  FCC (1),1,Coker,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,207.4100874,296.0305806,295.2262049,298.0143595
Medium Conversion:  FCC (1),1,Hydrotreater,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,278.8300656,284.8429048,283.9844023,286.9601729
Medium Conversion:  FCC (1),1,Steam Boiler,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,48.54823258,388.3893741,387.2028766,391.3155546
Medium Conversion:  FCC (1),1,SMR,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,5.041126328,1076.456906,1076.456906,1076.456906
Medium Conversion:  FCC (1),1,Others,2035,PADD1,MEDIUM,HEAVY,SOUR,281546.645,100.1108748,332.4661729,331.338951,335.2461658
Medium Conversion: GO-HC (2),2,No Carbon Capture,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,119.6535579,267.9284059,266.9283199,270.3948522
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,95.84738079,278.4586942,277.7380811,280.2358947
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,10.8210424,502.6258249,494.5749863,522.4810773
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,89.46795954,282.6819605,281.5821178,285.3944301
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,66.7310844,296.9864395,295.287782,301.1757264
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,14.1091322,515.3126244,512.2836673,522.7827416
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,Others,2035,PADD1,MEDIUM,HEAVY,SOUR,77473.17331,110.3621031,272.013395,269.7848993,277.509387
Deep Conversion: FCC (4),4,No Carbon Capture,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,104.3912171,274.9836614,273.8824836,277.6994237
Deep Conversion: FCC (4),4,CNR,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,109.6181842,271.8558559,271.1154905,273.6817702
Deep Conversion: FCC (4),4,FCC/RFCC,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,44.1083298,304.5397841,302.2120746,310.2804606
Deep Conversion: FCC (4),4,Coker,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,71.05585774,292.7298889,291.5029342,295.7558464
Deep Conversion: FCC (4),4,Hydrotreater,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,91.19146663,282.6658603,280.9571342,286.8799788
Deep Conversion: FCC (4),4,Steam Boiler,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,15.41291885,502.5167493,499.3936033,510.2191583
Deep Conversion: FCC (4),4,SMR,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,0,0,0,0
Deep Conversion: FCC (4),4,Others,2035,PADD1,MEDIUM,HEAVY,SOUR,67044.02554,66.69158413,297.2479506,295.131395,302.467872
Deep Conversion: GO-HC (5),5,No Carbon Capture,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2035,PADD1,MEDIUM,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,126.7310199,314.6399465,313.5105617,317.4252736
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,107.8709835,322.5086521,321.6968048,324.5108576
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,91.74776571,238.0765549,236.4058465,242.196913
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,73.89765426,346.0830743,344.7930188,349.264653
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,70.46609528,350.9361475,349.1072129,355.4467285
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,20.65218891,465.2478141,462.6942432,471.5455178
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,Others,2035,PADD1,MEDIUM,HEAVY,SOUR,84437.73626,37.07477492,400.0581325,397.0304255,407.5251667
Hydroskimming Configuration (0),0,No Carbon Capture,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,13.73240219,498.7529647,495.4341746,506.9378777
Hydroskimming Configuration (0),0,CNR,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,0,0,0,0
Hydroskimming Configuration (0),0,FCC/RFCC,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,9.867840983,561.4302421,552.4787037,583.5068313
Hydroskimming Configuration (0),0,Steam Boiler,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,1.287771067,1609.200477,1586.235307,1665.837962
Hydroskimming Configuration (0),0,SMR,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,5.525985277,726.5746582,726.5746582,726.5746582
Hydroskimming Configuration (0),0,Others,2035,PADD1,MEDIUM,LIGHT,SWEET,12968.98839,23.51443347,430.8640402,423.5563551,448.8865025
Medium Conversion:  FCC (1),1,No Carbon Capture,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,400.4808908,267.3772176,266.6339187,269.2103669
Medium Conversion:  FCC (1),1,CNR,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,473.7726879,261.9666359,261.3652394,263.4498204
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,273.2052699,199.8691433,198.3266894,203.6731957
Medium Conversion:  FCC (1),1,Coker,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,144.0722696,312.2358009,311.3966291,314.3053949
Medium Conversion:  FCC (1),1,Hydrotreater,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,280.1936153,280.930219,280.1307159,282.9019807
Medium Conversion:  FCC (1),1,Steam Boiler,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,88.69529186,355.583311,354.5661734,358.0918104
Medium Conversion:  FCC (1),1,SMR,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,0,0,0,0
Medium Conversion:  FCC (1),1,Others,2035,PADD1,MEDIUM,LIGHT,SWEET,281546.645,214.3257431,292.2727547,291.2675546,294.7518135
Medium Conversion: GO-HC (2),2,No Carbon Capture,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,106.6702489,322.3438105,321.163025,325.255904
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,146.515646,307.3194758,306.5531148,309.2095015
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,71.74365501,250.9590108,246.5421071,261.8521291
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,34.91734917,405.3736131,403.5588451,409.8492558
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,66.15492765,350.0311998,348.2631641,354.3915896
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,26.43789566,439.1658684,436.7983423,445.0047419
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,Others,2035,PADD1,MEDIUM,LIGHT,SWEET,77473.17331,47.18824351,377.9825046,374.6875602,386.1086088
Deep Conversion: FCC (4),4,No Carbon Capture,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,92.65840902,330.5626562,329.2626903,333.7686765
Deep Conversion: FCC (4),4,CNR,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,78.27182448,340.3275587,339.4355157,342.5275455
Deep Conversion: FCC (4),4,FCC/RFCC,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,93.44855564,236.2077932,234.0874699,241.4370069
Deep Conversion: FCC (4),4,Coker,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,32.15936235,410.2730182,408.2479646,415.2672743
Deep Conversion: FCC (4),4,Hydrotreater,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,75.36571126,344.8719418,342.9967561,349.4965886
Deep Conversion: FCC (4),4,Steam Boiler,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,19.92211633,469.8005317,467.1143761,476.4252203
Deep Conversion: FCC (4),4,SMR,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,1.409241846,2372.464644,2123.642887,2986.117341
Deep Conversion: FCC (4),4,Others,2035,PADD1,MEDIUM,LIGHT,SWEET,67044.02554,18.23896456,491.017993,487.3421227,500.0835498
Deep Conversion: GO-HC (5),5,No Carbon Capture,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2035,PADD1,MEDIUM,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,125.1446041,300.2641518,299.2069077,302.8715631
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,98.72492405,235.8893451,233.9411187,240.6941277
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,42.76178423,364.3028771,362.7493899,368.1341402
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,96.36231683,314.3069541,312.8276139,317.9553536
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,14.14363719,515.3896122,512.7944963,521.7897753
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,111.3061617,262.356844,248.1806843,297.3185724
Deep Conversion: FCC & GO-HC (6),6,Others,2035,PADD1,MEDIUM,LIGHT,SWEET,84437.73626,86.74780982,320.6805681,318.1184608,326.9993245
Hydroskimming Configuration (0),0,No Carbon Capture,2050,PADD1,MEDIUM,HEAVY,SOUR,10064.86874,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2050,PADD1,MEDIUM,HEAVY,SOUR,10064.86874,10.6399524,542.0321698,537.8648833,552.3096738
Hydroskimming Configuration (0),0,CNR,2050,PADD1,MEDIUM,HEAVY,SOUR,10064.86874,4.097100483,808.9476054,800.9019624,828.7900443
